DATE,shift start time,shift end time,first sunrise,first sunset,second_sunrise,Darkness (minutes),% of Shift
2022-10-04,15:30:00,23:30:00,08:10:34,20:33:48,,176.2,36.7
2022-10-04,23:30:00,07:30:00,08:08:55,20:34:50,2022-10-05 08:08:55,480,100
2022-10-05,07:30:00,15:30:00,08:08:55,20:34:50,,38.9,8.1
2022-10-05,15:30:00,23:30:00,08:08:55,20:34:50,,175.2,36.5
2022-10-05,23:30:00,07:30:00,08:07:17,20:35:52,2022-10-06 08:07:17,480,100
2022-10-06,07:30:00,15:30:00,08:07:17,20:35:52,,37.3,7.8
2022-10-06,15:30:00,23:30:00,08:07:17,20:35:52,,174.1,36.3
2022-10-06,23:30:00,07:30:00,08:05:39,20:36:54,2022-10-07 08:05:39,480,100
2022-10-07,07:30:00,15:30:00,08:05:39,20:36:54,,35.7,7.4
2022-10-07,15:30:00,23:30:00,08:05:39,20:36:54,,173.1,36.1
2022-10-07,23:30:00,07:30:00,08:04:02,20:37:57,2022-10-08 08:04:02,480,100
2022-10-08,07:30:00,15:30:00,08:04:02,20:37:57,,34.0,7.1
2022-10-08,15:30:00,23:30:00,08:04:02,20:37:57,,172.1,35.9
2022-10-08,23:30:00,07:30:00,08:02:26,20:39:00,2022-10-09 08:02:26,480,100
2022-10-09,07:30:00,15:30:00,08:02:26,20:39:00,,32.4,6.7
2022-10-09,15:30:00,23:30:00,08:02:26,20:39:00,,171.0,35.6
2022-10-09,23:30:00,07:30:00,08:00:50,20:40:03,2022-10-10 08:00:50,480,100
2022-10-10,07:30:00,15:30:00,08:00:50,20:40:03,,30.8,6.4
2022-10-10,15:30:00,23:30:00,08:00:50,20:40:03,,170.0,35.4
2022-10-10,23:30:00,07:30:00,07:59:15,20:41:07,2022-10-11 07:59:15,480,100
2022-10-11,07:30:00,15:30:00,07:59:15,20:41:07,,29.3,6.1
2022-10-11,15:30:00,23:30:00,07:59:15,20:41:07,,168.9,35.2
2022-10-11,23:30:00,07:30:00,07:57:41,20:42:11,2022-10-12 07:57:41,480,100
2022-10-12,07:30:00,15:30:00,07:57:41,20:42:11,,27.7,5.8
2022-10-12,15:30:00,23:30:00,07:57:41,20:42:11,,167.8,35.0
2022-10-12,23:30:00,07:30:00,07:56:08,20:43:15,2022-10-13 07:56:08,480,100
2022-10-13,07:30:00,15:30:00,07:56:08,20:43:15,,26.1,5.4
2022-10-13,15:30:00,23:30:00,07:56:08,20:43:15,,166.8,34.8
2022-10-13,23:30:00,07:30:00,07:54:35,20:44:20,2022-10-14 07:54:35,480,100
2022-10-14,07:30:00,15:30:00,07:54:35,20:44:20,,24.6,5.1
2022-10-14,15:30:00,23:30:00,07:54:35,20:44:20,,165.7,34.5
2022-10-14,23:30:00,07:30:00,07:53:03,20:45:25,2022-10-15 07:53:03,480,100
2022-10-15,07:30:00,15:30:00,07:53:03,20:45:25,,23.1,4.8
2022-10-15,15:30:00,23:30:00,07:53:03,20:45:25,,164.6,34.3
2022-10-15,23:30:00,07:30:00,07:51:32,20:46:31,2022-10-16 07:51:32,480,100
2022-10-16,07:30:00,15:30:00,07:51:32,20:46:31,,21.5,4.5
2022-10-16,15:30:00,23:30:00,07:51:32,20:46:31,,163.5,34.1
2022-10-16,23:30:00,07:30:00,07:50:02,20:47:37,2022-10-17 07:50:02,480,100
2022-10-17,07:30:00,15:30:00,07:50:02,20:47:37,,20.0,4.2
2022-10-17,15:30:00,23:30:00,07:50:02,20:47:37,,162.4,33.8
2022-10-17,23:30:00,07:30:00,07:48:33,20:48:43,2022-10-18 07:48:33,480,100
2022-10-18,07:30:00,15:30:00,07:48:33,20:48:43,,18.6,3.9
2022-10-18,15:30:00,23:30:00,07:48:33,20:48:43,,161.3,33.6
2022-10-18,23:30:00,07:30:00,07:47:05,20:49:50,2022-10-19 07:47:05,480,100
2022-10-19,07:30:00,15:30:00,07:47:05,20:49:50,,17.1,3.6
2022-10-19,15:30:00,23:30:00,07:47:05,20:49:50,,160.2,33.4
2022-10-19,23:30:00,07:30:00,07:45:38,20:50:57,2022-10-20 07:45:38,480,100
2022-10-20,07:30:00,15:30:00,07:45:38,20:50:57,,15.6,3.3
2022-10-20,15:30:00,23:30:00,07:45:38,20:50:57,,159.1,33.1
2022-10-20,23:30:00,07:30:00,07:44:12,20:52:05,2022-10-21 07:44:12,480,100
2022-10-21,07:30:00,15:30:00,07:44:12,20:52:05,,14.2,3.0
2022-10-21,15:30:00,23:30:00,07:44:12,20:52:05,,157.9,32.9
2022-10-21,23:30:00,07:30:00,07:42:47,20:53:13,2022-10-22 07:42:47,480,100
2022-10-22,07:30:00,15:30:00,07:42:47,20:53:13,,12.8,2.7
2022-10-22,15:30:00,23:30:00,07:42:47,20:53:13,,156.8,32.7
2022-10-22,23:30:00,07:30:00,07:41:23,20:54:21,2022-10-23 07:41:23,480,100
2022-10-23,07:30:00,15:30:00,07:41:23,20:54:21,,11.4,2.4
2022-10-23,15:30:00,23:30:00,07:41:23,20:54:21,,155.7,32.4
2022-10-23,23:30:00,07:30:00,07:40:01,20:55:30,2022-10-24 07:40:01,480,100
2022-10-24,07:30:00,15:30:00,07:40:01,20:55:30,,10.0,2.1
2022-10-24,15:30:00,23:30:00,07:40:01,20:55:30,,154.5,32.2
2022-10-24,23:30:00,07:30:00,07:38:39,20:56:38,2022-10-25 07:38:39,480,100
2022-10-25,07:30:00,15:30:00,07:38:39,20:56:38,,8.7,1.8
2022-10-25,15:30:00,23:30:00,07:38:39,20:56:38,,153.4,32.0
2022-10-25,23:30:00,07:30:00,07:37:19,20:57:48,2022-10-26 07:37:19,480,100
2022-10-26,07:30:00,15:30:00,07:37:19,20:57:48,,7.3,1.5
2022-10-26,15:30:00,23:30:00,07:37:19,20:57:48,,152.2,31.7
2022-10-26,23:30:00,07:30:00,07:36:00,20:58:57,2022-10-27 07:36:00,480,100
2022-10-27,07:30:00,15:30:00,07:36:00,20:58:57,,6.0,1.3
2022-10-27,15:30:00,23:30:00,07:36:00,20:58:57,,151.1,31.5
2022-10-27,23:30:00,07:30:00,07:34:42,21:00:07,2022-10-28 07:34:42,480,100
2022-10-28,07:30:00,15:30:00,07:34:42,21:00:07,,4.7,1.0
2022-10-28,15:30:00,23:30:00,07:34:42,21:00:07,,149.9,31.2
2022-10-28,23:30:00,07:30:00,07:33:26,21:01:18,2022-10-29 07:33:26,480,100
2022-10-29,07:30:00,15:30:00,07:33:26,21:01:18,,3.4,0.7
2022-10-29,15:30:00,23:30:00,07:33:26,21:01:18,,148.7,31.0
2022-10-29,23:30:00,07:30:00,07:32:10,21:02:28,2022-10-30 07:32:10,480,100
2022-10-30,07:30:00,15:30:00,07:32:10,21:02:28,,2.2,0.5
2022-10-30,15:30:00,23:30:00,07:32:10,21:02:28,,147.5,30.7
2022-10-30,23:30:00,07:30:00,07:30:57,21:03:39,2022-10-31 07:30:57,480,100
2022-10-31,07:30:00,15:30:00,07:30:57,21:03:39,,1.0,0.2
2022-10-31,15:30:00,23:30:00,07:30:57,21:03:39,,146.4,30.5
2022-10-31,23:30:00,07:30:00,07:29:44,21:04:50,2022-11-01 07:29:44,479.7,99.9
2022-11-01,07:30:00,15:30:00,07:29:44,21:04:50,,0.0,0.0
2022-11-01,15:30:00,23:30:00,07:29:44,21:04:50,,145.2,30.3
2022-11-01,23:30:00,07:30:00,07:28:34,21:06:01,2022-11-02 07:28:34,478.6,99.7
2022-11-02,07:30:00,15:30:00,07:28:34,21:06:01,,0.0,0.0
2022-11-02,15:30:00,23:30:00,07:28:34,21:06:01,,144.0,30.0
2022-11-02,23:30:00,07:30:00,07:27:24,21:07:13,2022-11-03 07:27:24,477.4,99.5
2022-11-03,07:30:00,15:30:00,07:27:24,21:07:13,,0.0,0.0
2022-11-03,15:30:00,23:30:00,07:27:24,21:07:13,,142.8,29.8
2022-11-03,23:30:00,07:30:00,07:26:16,21:08:24,2022-11-04 07:26:16,476.3,99.2
2022-11-04,07:30:00,15:30:00,07:26:16,21:08:24,,0.0,0.0
2022-11-04,15:30:00,23:30:00,07:26:16,21:08:24,,141.6,29.5
2022-11-04,23:30:00,07:30:00,05:25:10,21:09:36,2022-11-05 05:25:10,355.2,74.0
2022-11-05,07:30:00,15:30:00,05:25:10,21:09:36,,0.0,0.0
2022-11-05,15:30:00,23:30:00,05:25:10,21:09:36,,140.4,29.3
2022-11-05,23:30:00,06:30:00,05:24:05,19:10:48,2022-11-06 05:24:05,414.1,86.3
2022-11-06,06:30:00,14:30:00,05:24:05,19:10:48,,0.0,0.0
2022-11-06,14:30:00,22:30:00,05:24:05,19:10:48,,199.2,41.5
2022-11-06,22:30:00,06:30:00,05:23:02,19:12:00,2022-11-07 05:23:02,413.0,86.0
2022-11-07,06:30:00,14:30:00,05:23:02,19:12:00,,0.0,0.0
2022-11-07,14:30:00,22:30:00,05:23:02,19:12:00,,198.0,41.3
2022-11-07,22:30:00,06:30:00,05:22:00,19:13:12,2022-11-08 05:22:00,412.0,85.8
2022-11-08,06:30:00,14:30:00,05:22:00,19:13:12,,0.0,0.0
2022-11-08,14:30:00,22:30:00,05:22:00,19:13:12,,196.8,41.0
2022-11-08,22:30:00,06:30:00,05:21:00,19:14:24,2022-11-09 05:21:00,411.0,85.6
2022-11-09,06:30:00,14:30:00,05:21:00,19:14:24,,0.0,0.0
2022-11-09,14:30:00,22:30:00,05:21:00,19:14:24,,195.6,40.8
2022-11-09,22:30:00,06:30:00,05:20:02,19:15:36,2022-11-10 05:20:02,410.0,85.4
2022-11-10,06:30:00,14:30:00,05:20:02,19:15:36,,0.0,0.0
2022-11-10,14:30:00,22:30:00,05:20:02,19:15:36,,194.4,40.5
2022-11-10,22:30:00,06:30:00,05:19:06,19:16:48,2022-11-11 05:19:06,409.1,85.2
2022-11-11,06:30:00,14:30:00,05:19:06,19:16:48,,0.0,0.0
2022-11-11,14:30:00,22:30:00,05:19:06,19:16:48,,193.2,40.3
2022-11-11,22:30:00,06:30:00,05:18:11,19:18:00,2022-11-12 05:18:11,408.2,85.0
2022-11-12,06:30:00,14:30:00,05:18:11,19:18:00,,0.0,0.0
2022-11-12,14:30:00,22:30:00,05:18:11,19:18:00,,192.0,40.0
2022-11-12,22:30:00,06:30:00,05:17:18,19:19:11,2022-11-13 05:17:18,407.3,84.9
2022-11-13,06:30:00,14:30:00,05:17:18,19:19:11,,0.0,0.0
2022-11-13,14:30:00,22:30:00,05:17:18,19:19:11,,190.8,39.8
2022-11-13,22:30:00,06:30:00,05:16:27,19:20:23,2022-11-14 05:16:27,406.5,84.7
2022-11-14,06:30:00,14:30:00,05:16:27,19:20:23,,0.0,0.0
2022-11-14,14:30:00,22:30:00,05:16:27,19:20:23,,189.6,39.5
2022-11-14,22:30:00,06:30:00,05:15:38,19:21:34,2022-11-15 05:15:38,405.6,84.5
2022-11-15,06:30:00,14:30:00,05:15:38,19:21:34,,0.0,0.0
2022-11-15,14:30:00,22:30:00,05:15:38,19:21:34,,188.4,39.3
2022-11-15,22:30:00,06:30:00,05:14:50,19:22:46,2022-11-16 05:14:50,404.8,84.3
2022-11-16,06:30:00,14:30:00,05:14:50,19:22:46,,0.0,0.0
2022-11-16,14:30:00,22:30:00,05:14:50,19:22:46,,187.2,39.0
2022-11-16,22:30:00,06:30:00,05:14:05,19:23:56,2022-11-17 05:14:05,404.1,84.2
2022-11-17,06:30:00,14:30:00,05:14:05,19:23:56,,0.0,0.0
2022-11-17,14:30:00,22:30:00,05:14:05,19:23:56,,186.1,38.8
2022-11-17,22:30:00,06:30:00,05:13:21,19:25:07,2022-11-18 05:13:21,403.4,84.0
2022-11-18,06:30:00,14:30:00,05:13:21,19:25:07,,0.0,0.0
2022-11-18,14:30:00,22:30:00,05:13:21,19:25:07,,184.9,38.5
2022-11-18,22:30:00,06:30:00,05:12:40,19:26:17,2022-11-19 05:12:40,402.7,83.9
2022-11-19,06:30:00,14:30:00,05:12:40,19:26:17,,0.0,0.0
2022-11-19,14:30:00,22:30:00,05:12:40,19:26:17,,183.7,38.3
2022-11-19,22:30:00,06:30:00,05:12:00,19:27:26,2022-11-20 05:12:00,402.0,83.8
2022-11-20,06:30:00,14:30:00,05:12:00,19:27:26,,0.0,0.0
2022-11-20,14:30:00,22:30:00,05:12:00,19:27:26,,182.6,38.0
2022-11-20,22:30:00,06:30:00,05:11:22,19:28:36,2022-11-21 05:11:22,401.4,83.6
2022-11-21,06:30:00,14:30:00,05:11:22,19:28:36,,0.0,0.0
2022-11-21,14:30:00,22:30:00,05:11:22,19:28:36,,181.4,37.8
2022-11-21,22:30:00,06:30:00,05:10:47,19:29:44,2022-11-22 05:10:47,400.8,83.5
2022-11-22,06:30:00,14:30:00,05:10:47,19:29:44,,0.0,0.0
2022-11-22,14:30:00,22:30:00,05:10:47,19:29:44,,180.3,37.6
2022-11-22,22:30:00,06:30:00,05:10:13,19:30:52,2022-11-23 05:10:13,400.2,83.4
2022-11-23,06:30:00,14:30:00,05:10:13,19:30:52,,0.0,0.0
2022-11-23,14:30:00,22:30:00,05:10:13,19:30:52,,179.1,37.3
2022-11-23,22:30:00,06:30:00,05:09:42,19:31:59,2022-11-24 05:09:42,399.7,83.3
2022-11-24,06:30:00,14:30:00,05:09:42,19:31:59,,0.0,0.0
2022-11-24,14:30:00,22:30:00,05:09:42,19:31:59,,178.0,37.1
2022-11-24,22:30:00,06:30:00,05:09:13,19:33:06,2022-11-25 05:09:13,399.2,83.2
2022-11-25,06:30:00,14:30:00,05:09:13,19:33:06,,0.0,0.0
2022-11-25,14:30:00,22:30:00,05:09:13,19:33:06,,176.9,36.9
2022-11-25,22:30:00,06:30:00,05:08:45,19:34:12,2022-11-26 05:08:45,398.8,83.1
2022-11-26,06:30:00,14:30:00,05:08:45,19:34:12,,0.0,0.0
2022-11-26,14:30:00,22:30:00,05:08:45,19:34:12,,175.8,36.6
2022-11-26,22:30:00,06:30:00,05:08:20,19:35:17,2022-11-27 05:08:20,398.3,83.0
2022-11-27,06:30:00,14:30:00,05:08:20,19:35:17,,0.0,0.0
2022-11-27,14:30:00,22:30:00,05:08:20,19:35:17,,174.7,36.4
2022-11-27,22:30:00,06:30:00,05:07:57,19:36:21,2022-11-28 05:07:57,398.0,82.9
2022-11-28,06:30:00,14:30:00,05:07:57,19:36:21,,0.0,0.0
2022-11-28,14:30:00,22:30:00,05:07:57,19:36:21,,173.7,36.2
2022-11-28,22:30:00,06:30:00,05:07:36,19:37:24,2022-11-29 05:07:36,397.6,82.8
2022-11-29,06:30:00,14:30:00,05:07:36,19:37:24,,0.0,0.0
2022-11-29,14:30:00,22:30:00,05:07:36,19:37:24,,172.6,36.0
2022-11-29,22:30:00,06:30:00,05:07:18,19:38:27,2022-11-30 05:07:18,397.3,82.8
2022-11-30,06:30:00,14:30:00,05:07:18,19:38:27,,0.0,0.0
2022-11-30,14:30:00,22:30:00,05:07:18,19:38:27,,171.6,35.8
2022-11-30,22:30:00,06:30:00,05:07:02,19:39:28,2022-12-01 05:07:02,397.0,82.7
2022-12-01,06:30:00,14:30:00,05:07:02,19:39:28,,0.0,0.0
2022-12-01,14:30:00,22:30:00,05:07:02,19:39:28,,170.5,35.5
2022-12-01,22:30:00,06:30:00,05:06:47,19:40:28,2022-12-02 05:06:47,396.8,82.7
2022-12-02,06:30:00,14:30:00,05:06:47,19:40:28,,0.0,0.0
2022-12-02,14:30:00,22:30:00,05:06:47,19:40:28,,169.5,35.3
2022-12-02,22:30:00,06:30:00,05:06:35,19:41:27,2022-12-03 05:06:35,396.6,82.6
2022-12-03,06:30:00,14:30:00,05:06:35,19:41:27,,0.0,0.0
2022-12-03,14:30:00,22:30:00,05:06:35,19:41:27,,168.6,35.1
2022-12-03,22:30:00,06:30:00,05:06:26,19:42:25,2022-12-04 05:06:26,396.4,82.6
2022-12-04,06:30:00,14:30:00,05:06:26,19:42:25,,0.0,0.0
2022-12-04,14:30:00,22:30:00,05:06:26,19:42:25,,167.6,34.9
2022-12-04,22:30:00,06:30:00,05:06:18,19:43:21,2022-12-05 05:06:18,396.3,82.6
2022-12-05,06:30:00,14:30:00,05:06:18,19:43:21,,0.0,0.0
2022-12-05,14:30:00,22:30:00,05:06:18,19:43:21,,166.7,34.7
2022-12-05,22:30:00,06:30:00,05:06:13,19:44:16,2022-12-06 05:06:13,396.2,82.5
2022-12-06,06:30:00,14:30:00,05:06:13,19:44:16,,0.0,0.0
2022-12-06,14:30:00,22:30:00,05:06:13,19:44:16,,165.7,34.5
2022-12-06,22:30:00,06:30:00,05:06:10,19:45:10,2022-12-07 05:06:10,396.2,82.5
2022-12-07,06:30:00,14:30:00,05:06:10,19:45:10,,0.0,0.0
2022-12-07,14:30:00,22:30:00,05:06:10,19:45:10,,164.8,34.3
2022-12-07,22:30:00,06:30:00,05:06:09,19:46:03,2022-12-08 05:06:09,396.2,82.5
2022-12-08,06:30:00,14:30:00,05:06:09,19:46:03,,0.0,0.0
2022-12-08,14:30:00,22:30:00,05:06:09,19:46:03,,164.0,34.2
2022-12-08,22:30:00,06:30:00,05:06:11,19:46:54,2022-12-09 05:06:11,396.2,82.5
2022-12-09,06:30:00,14:30:00,05:06:11,19:46:54,,0.0,0.0
2022-12-09,14:30:00,22:30:00,05:06:11,19:46:54,,163.1,34.0
2022-12-09,22:30:00,06:30:00,05:06:15,19:47:43,2022-12-10 05:06:15,396.3,82.6
2022-12-10,06:30:00,14:30:00,05:06:15,19:47:43,,0.0,0.0
2022-12-10,14:30:00,22:30:00,05:06:15,19:47:43,,162.3,33.8
2022-12-10,22:30:00,06:30:00,05:06:21,19:48:31,2022-12-11 05:06:21,396.4,82.6
2022-12-11,06:30:00,14:30:00,05:06:21,19:48:31,,0.0,0.0
2022-12-11,14:30:00,22:30:00,05:06:21,19:48:31,,161.5,33.6
2022-12-11,22:30:00,06:30:00,05:06:29,19:49:17,2022-12-12 05:06:29,396.5,82.6
2022-12-12,06:30:00,14:30:00,05:06:29,19:49:17,,0.0,0.0
2022-12-12,14:30:00,22:30:00,05:06:29,19:49:17,,160.7,33.5
2022-12-12,22:30:00,06:30:00,05:06:40,19:50:02,2022-12-13 05:06:40,396.7,82.6
2022-12-13,06:30:00,14:30:00,05:06:40,19:50:02,,0.0,0.0
2022-12-13,14:30:00,22:30:00,05:06:40,19:50:02,,160.0,33.3
2022-12-13,22:30:00,06:30:00,05:06:53,19:50:45,2022-12-14 05:06:53,396.9,82.7
2022-12-14,06:30:00,14:30:00,05:06:53,19:50:45,,0.0,0.0
2022-12-14,14:30:00,22:30:00,05:06:53,19:50:45,,159.3,33.2
2022-12-14,22:30:00,06:30:00,05:07:08,19:51:26,2022-12-15 05:07:08,397.1,82.7
2022-12-15,06:30:00,14:30:00,05:07:08,19:51:26,,0.0,0.0
2022-12-15,14:30:00,22:30:00,05:07:08,19:51:26,,158.6,33.0
2022-12-15,22:30:00,06:30:00,05:07:25,19:52:05,2022-12-16 05:07:25,397.4,82.8
2022-12-16,06:30:00,14:30:00,05:07:25,19:52:05,,0.0,0.0
2022-12-16,14:30:00,22:30:00,05:07:25,19:52:05,,157.9,32.9
2022-12-16,22:30:00,06:30:00,05:07:44,19:52:42,2022-12-17 05:07:44,397.7,82.9
2022-12-17,06:30:00,14:30:00,05:07:44,19:52:42,,0.0,0.0
2022-12-17,14:30:00,22:30:00,05:07:44,19:52:42,,157.3,32.8
2022-12-17,22:30:00,06:30:00,05:08:06,19:53:18,2022-12-18 05:08:06,398.1,82.9
2022-12-18,06:30:00,14:30:00,05:08:06,19:53:18,,0.0,0.0
2022-12-18,14:30:00,22:30:00,05:08:06,19:53:18,,156.7,32.6
2022-12-18,22:30:00,06:30:00,05:08:30,19:53:52,2022-12-19 05:08:30,398.5,83.0
2022-12-19,06:30:00,14:30:00,05:08:30,19:53:52,,0.0,0.0
2022-12-19,14:30:00,22:30:00,05:08:30,19:53:52,,156.1,32.5
2022-12-19,22:30:00,06:30:00,05:08:56,19:54:23,2022-12-20 05:08:56,398.9,83.1
2022-12-20,06:30:00,14:30:00,05:08:56,19:54:23,,0.0,0.0
2022-12-20,14:30:00,22:30:00,05:08:56,19:54:23,,155.6,32.4
2022-12-20,22:30:00,06:30:00,05:09:24,19:54:53,2022-12-21 05:09:24,399.4,83.2
2022-12-21,06:30:00,14:30:00,05:09:24,19:54:53,,0.0,0.0
2022-12-21,14:30:00,22:30:00,05:09:24,19:54:53,,155.1,32.3
2022-12-21,22:30:00,06:30:00,05:09:54,19:55:21,2022-12-22 05:09:54,399.9,83.3
2022-12-22,06:30:00,14:30:00,05:09:54,19:55:21,,0.0,0.0
2022-12-22,14:30:00,22:30:00,05:09:54,19:55:21,,154.7,32.2
2022-12-22,22:30:00,06:30:00,05:10:26,19:55:46,2022-12-23 05:10:26,400.4,83.4
2022-12-23,06:30:00,14:30:00,05:10:26,19:55:46,,0.0,0.0
2022-12-23,14:30:00,22:30:00,05:10:26,19:55:46,,154.2,32.1
2022-12-23,22:30:00,06:30:00,05:11:00,19:56:10,2022-12-24 05:11:00,401.0,83.5
2022-12-24,06:30:00,14:30:00,05:11:00,19:56:10,,0.0,0.0
2022-12-24,14:30:00,22:30:00,05:11:00,19:56:10,,153.8,32.0
2022-12-24,22:30:00,06:30:00,05:11:36,19:56:32,2022-12-25 05:11:36,401.6,83.7
2022-12-25,06:30:00,14:30:00,05:11:36,19:56:32,,0.0,0.0
2022-12-25,14:30:00,22:30:00,05:11:36,19:56:32,,153.5,32.0
2022-12-25,22:30:00,06:30:00,05:12:14,19:56:51,2022-12-26 05:12:14,402.2,83.8
2022-12-26,06:30:00,14:30:00,05:12:14,19:56:51,,0.0,0.0
2022-12-26,14:30:00,22:30:00,05:12:14,19:56:51,,153.2,31.9
2022-12-26,22:30:00,06:30:00,05:12:54,19:57:08,2022-12-27 05:12:54,402.9,83.9
2022-12-27,06:30:00,14:30:00,05:12:54,19:57:08,,0.0,0.0
2022-12-27,14:30:00,22:30:00,05:12:54,19:57:08,,152.9,31.9
2022-12-27,22:30:00,06:30:00,05:13:36,19:57:23,2022-12-28 05:13:36,403.6,84.1
2022-12-28,06:30:00,14:30:00,05:13:36,19:57:23,,0.0,0.0
2022-12-28,14:30:00,22:30:00,05:13:36,19:57:23,,152.6,31.8
2022-12-28,22:30:00,06:30:00,05:14:20,19:57:36,2022-12-29 05:14:20,404.3,84.2
2022-12-29,06:30:00,14:30:00,05:14:20,19:57:36,,0.0,0.0
2022-12-29,14:30:00,22:30:00,05:14:20,19:57:36,,152.4,31.8
2022-12-29,22:30:00,06:30:00,05:15:05,19:57:47,2022-12-30 05:15:05,405.1,84.4
2022-12-30,06:30:00,14:30:00,05:15:05,19:57:47,,0.0,0.0
2022-12-30,14:30:00,22:30:00,05:15:05,19:57:47,,152.2,31.7
2022-12-30,22:30:00,06:30:00,05:15:52,19:57:56,2022-12-31 05:15:52,405.9,84.6
2022-12-31,06:30:00,14:30:00,05:15:52,19:57:56,,0.0,0.0
2022-12-31,14:30:00,22:30:00,05:15:52,19:57:56,,152.1,31.7
2022-12-31,22:30:00,06:30:00,05:16:41,19:58:02,2023-01-01 05:16:41,406.7,84.7
2023-01-01,06:30:00,14:30:00,05:16:41,19:58:02,,0.0,0.0
2023-01-01,14:30:00,22:30:00,05:16:41,19:58:02,,152.0,31.7
2023-01-01,22:30:00,06:30:00,05:17:32,19:58:06,2023-01-02 05:17:32,407.5,84.9
2023-01-02,06:30:00,14:30:00,05:17:32,19:58:06,,0.0,0.0
2023-01-02,14:30:00,22:30:00,05:17:32,19:58:06,,151.9,31.6
2023-01-02,22:30:00,06:30:00,05:18:24,19:58:08,2023-01-03 05:18:24,408.4,85.1
2023-01-03,06:30:00,14:30:00,05:18:24,19:58:08,,0.0,0.0
2023-01-03,14:30:00,22:30:00,05:18:24,19:58:08,,151.9,31.6
2023-01-03,22:30:00,06:30:00,05:19:17,19:58:08,2023-01-04 05:19:17,409.3,85.3
2023-01-04,06:30:00,14:30:00,05:19:17,19:58:08,,0.0,0.0
2023-01-04,14:30:00,22:30:00,05:19:17,19:58:08,,151.9,31.6
2023-01-04,22:30:00,06:30:00,05:20:13,19:58:05,2023-01-05 05:20:13,410.2,85.5
2023-01-05,06:30:00,14:30:00,05:20:13,19:58:05,,0.0,0.0
2023-01-05,14:30:00,22:30:00,05:20:13,19:58:05,,151.9,31.6
2023-01-05,22:30:00,06:30:00,05:21:09,19:58:00,2023-01-06 05:21:09,411.2,85.7
2023-01-06,06:30:00,14:30:00,05:21:09,19:58:00,,0.0,0.0
2023-01-06,14:30:00,22:30:00,05:21:09,19:58:00,,152.0,31.7
2023-01-06,22:30:00,06:30:00,05:22:07,19:57:53,2023-01-07 05:22:07,412.1,85.9
2023-01-07,06:30:00,14:30:00,05:22:07,19:57:53,,0.0,0.0
2023-01-07,14:30:00,22:30:00,05:22:07,19:57:53,,152.1,31.7
2023-01-07,22:30:00,06:30:00,05:23:06,19:57:44,2023-01-08 05:23:06,413.1,86.1
2023-01-08,06:30:00,14:30:00,05:23:06,19:57:44,,0.0,0.0
2023-01-08,14:30:00,22:30:00,05:23:06,19:57:44,,152.3,31.7
2023-01-08,22:30:00,06:30:00,05:24:07,19:57:33,2023-01-09 05:24:07,414.1,86.3
2023-01-09,06:30:00,14:30:00,05:24:07,19:57:33,,0.0,0.0
2023-01-09,14:30:00,22:30:00,05:24:07,19:57:33,,152.5,31.8
2023-01-09,22:30:00,06:30:00,05:25:09,19:57:19,2023-01-10 05:25:09,415.2,86.5
2023-01-10,06:30:00,14:30:00,05:25:09,19:57:19,,0.0,0.0
2023-01-10,14:30:00,22:30:00,05:25:09,19:57:19,,152.7,31.8
2023-01-10,22:30:00,06:30:00,05:26:12,19:57:03,2023-01-11 05:26:12,416.2,86.7
2023-01-11,06:30:00,14:30:00,05:26:12,19:57:03,,0.0,0.0
2023-01-11,14:30:00,22:30:00,05:26:12,19:57:03,,153.0,31.9
2023-01-11,22:30:00,06:30:00,05:27:16,19:56:45,2023-01-12 05:27:16,417.3,86.9
2023-01-12,06:30:00,14:30:00,05:27:16,19:56:45,,0.0,0.0
2023-01-12,14:30:00,22:30:00,05:27:16,19:56:45,,153.3,31.9
2023-01-12,22:30:00,06:30:00,05:28:21,19:56:25,2023-01-13 05:28:21,418.4,87.2
2023-01-13,06:30:00,14:30:00,05:28:21,19:56:25,,0.0,0.0
2023-01-13,14:30:00,22:30:00,05:28:21,19:56:25,,153.6,32.0
2023-01-13,22:30:00,06:30:00,05:29:27,19:56:03,2023-01-14 05:29:27,419.5,87.4
2023-01-14,06:30:00,14:30:00,05:29:27,19:56:03,,0.0,0.0
2023-01-14,14:30:00,22:30:00,05:29:27,19:56:03,,154.0,32.1
2023-01-14,22:30:00,06:30:00,05:30:34,19:55:39,2023-01-15 05:30:34,420.6,87.6
2023-01-15,06:30:00,14:30:00,05:30:34,19:55:39,,0.0,0.0
2023-01-15,14:30:00,22:30:00,05:30:34,19:55:39,,154.4,32.2
2023-01-15,22:30:00,06:30:00,05:31:42,19:55:12,2023-01-16 05:31:42,421.7,87.9
2023-01-16,06:30:00,14:30:00,05:31:42,19:55:12,,0.0,0.0
2023-01-16,14:30:00,22:30:00,05:31:42,19:55:12,,154.8,32.3
2023-01-16,22:30:00,06:30:00,05:32:50,19:54:44,2023-01-17 05:32:50,422.8,88.1
2023-01-17,06:30:00,14:30:00,05:32:50,19:54:44,,0.0,0.0
2023-01-17,14:30:00,22:30:00,05:32:50,19:54:44,,155.3,32.4
2023-01-17,22:30:00,06:30:00,05:34:00,19:54:13,2023-01-18 05:34:00,424.0,88.3
2023-01-18,06:30:00,14:30:00,05:34:00,19:54:13,,0.0,0.0
2023-01-18,14:30:00,22:30:00,05:34:00,19:54:13,,155.8,32.5
