dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1665482400,2022-10-11 10:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,283.73,10000,279.49,282.8,281.1,286.54,1026,,,75,2.24,301,3.13,,,,,0,800,Clear,sky is clear,01n
1665486000,2022-10-11 11:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,283.3,10000,279.45,282.38,281.1,285.43,1027,,,77,1.79,360,3.58,,,,,0,711,Smoke,smoke,50n
1665489600,2022-10-11 12:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,283.73,10000,279.87,282.85,282.1,285.87,1027,,,77,2.57,0,,,,,,0,800,Clear,sky is clear,01d
1665493200,2022-10-11 13:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.04,10000,280.36,284.19,284.1,286.98,1027,,,73,2.24,308,3.13,,,,,0,800,Clear,sky is clear,01d
1665496800,2022-10-11 14:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.12,10000,281.74,286.4,286.1,289.04,1027,,,70,2.06,20,,,,,,0,800,Clear,sky is clear,01d
1665500400,2022-10-11 15:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.73,10000,282.43,289.06,288.31,291.42,1027,,,62,2.06,200,,,,,,0,800,Clear,sky is clear,01d
1665504000,2022-10-11 16:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.98,10000,282.21,291.3,290.1,293.48,1027,,,53,1.54,290,,,,,,0,800,Clear,sky is clear,01d
1665507600,2022-10-11 17:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.27,10000,281.62,292.56,291.98,294.95,1026,,,47,2.57,300,,,,,,0,800,Clear,sky is clear,01d
1665511200,2022-10-11 18:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,294.37,10000,281.64,293.7,293.31,295.7,1025,,,44,4.63,240,,,,,,0,800,Clear,sky is clear,01d
1665514800,2022-10-11 19:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,295.33,10000,281.82,294.7,293.66,296.61,1024,,,42,4.12,250,,,,,,0,800,Clear,sky is clear,01d
1665518400,2022-10-11 20:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,295.14,10000,281.3,294.47,293.2,296.65,1024,,,41,5.14,260,,,,,,0,800,Clear,sky is clear,01d
1665522000,2022-10-11 21:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,294.89,10000,281.43,294.22,293.2,295.96,1024,,,42,5.14,250,,,,,,0,800,Clear,sky is clear,01d
1665525600,2022-10-11 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.6,10000,282.23,292.95,291.42,294.99,1024,,,48,5.14,240,,,,,,0,800,Clear,sky is clear,01d
1665529200,2022-10-11 23:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.52,10000,282.86,290.9,290.33,292.72,1024,,,57,3.6,230,,,,,,0,800,Clear,sky is clear,01n
1665532800,2022-10-12 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.09,10000,283.47,290.53,289.59,292.76,1024,,,61,5.14,230,,,,,,0,800,Clear,sky is clear,01n
1665536400,2022-10-12 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.58,10000,283.23,290,288.66,292.21,1025,,,62,3.13,165,4.02,,,,,0,800,Clear,sky is clear,01n
1665540000,2022-10-12 02:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.03,10000,282.71,289.39,288.1,291.54,1025,,,62,3.09,210,,,,,,0,800,Clear,sky is clear,01n
1665543600,2022-10-12 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.21,10000,281.94,288.49,287.1,290.99,1025,,,62,3.58,360,6.26,,,,,0,800,Clear,sky is clear,01n
1665547200,2022-10-12 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.16,10000,281.64,287.41,285.1,290.99,1025,,,65,3.58,360,5.81,,,,,0,800,Clear,sky is clear,01n
1665550800,2022-10-12 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.67,10000,281.62,286.93,284.1,290.87,1025,,,67,3.13,360,7.15,,,,,0,800,Clear,sky is clear,01n
1665554400,2022-10-12 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.93,10000,281.56,286.19,284.1,289.88,1025,,,70,3.09,240,,,,,,0,800,Clear,sky is clear,01n
1665558000,2022-10-12 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.02,10000,281.22,286.24,283.1,289.88,1025,,,68,4.02,360,7.6,,,,,0,800,Clear,sky is clear,01n
1665561600,2022-10-12 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.99,10000,280.87,285.18,282.1,289.88,1024,,,71,2.24,360,6.26,,,,,0,800,Clear,sky is clear,01n
1665565200,2022-10-12 09:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.87,10000,281.16,285.1,282.1,289.32,1025,,,73,2.57,210,,,,,,0,800,Clear,sky is clear,01n
1665568800,2022-10-12 10:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.82,10000,280.7,285,282.1,288.77,1025,,,71,2.68,360,5.36,,,,,0,741,Fog,fog,50n
1665572400,2022-10-12 11:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.32,10000,280.22,284.45,282.1,288.77,1025,,,71,4.47,360,7.15,,,,,0,741,Fog,fog,50n
1665576000,2022-10-12 12:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.71,10000,281.01,284.93,283.1,289.32,1024,,,73,4.02,360,6.71,,,,,0,741,Fog,fog,50d
1665579600,2022-10-12 13:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.74,10000,282.34,287.08,285.88,290.87,1025,,,70,2.57,210,,,,,,0,800,Clear,sky is clear,01d
1665583200,2022-10-12 14:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.58,10000,281.3,288.79,288.65,291.42,1024,,,58,2.24,360,4.02,,,,,0,800,Clear,sky is clear,01d
1665586800,2022-10-12 15:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.69,10000,280.78,290.88,289.31,293.65,1024,,,49,3.6,210,,,,,,0,800,Clear,sky is clear,01d
1665590400,2022-10-12 16:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.13,10000,281.17,292.38,290.31,295.01,1024,,,46,4.12,210,,,,,,0,800,Clear,sky is clear,01d
1665594000,2022-10-12 17:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,294.05,10000,281.02,293.32,291.53,295.56,1023,,,43,5.66,200,,,,,,0,800,Clear,sky is clear,01d
1665597600,2022-10-12 18:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.93,10000,281.9,293.26,290.98,295.5,1022,,,46,5.36,360,8.49,,,,,0,800,Clear,sky is clear,01d
1665601200,2022-10-12 19:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.83,10000,282.75,293.23,291.53,296.1,1021,,,49,6.71,146,8.49,,,,,0,800,Clear,sky is clear,01d
1665604800,2022-10-12 20:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.85,10000,283.29,292.29,290.98,294.43,1020,,,54,7.6,156,9.83,,,,,0,800,Clear,sky is clear,01d
1665608400,2022-10-12 21:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.91,10000,284.73,291.49,290.87,292.76,1019,,,63,8.94,146,11.62,,,,,0,800,Clear,sky is clear,01d
1665612000,2022-10-12 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.91,10000,285.15,290.54,289.77,291.65,1018,,,69,8.94,166,11.18,,,,,0,800,Clear,sky is clear,01d
1665615600,2022-10-12 23:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.42,10000,285.33,290.08,289.1,291.1,1018,,,72,7.6,166,8.94,,,,,0,800,Clear,sky is clear,01n
1665619200,2022-10-13 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.9,10000,284.83,289.51,288.66,290.87,1019,,,72,6.71,186,8.94,,,,,0,800,Clear,sky is clear,01n
1665622800,2022-10-13 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.72,10000,284.23,289.26,288.1,290.54,1019,,,70,4.92,186,6.71,,,,,0,800,Clear,sky is clear,01n
1665626400,2022-10-13 02:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.14,10000,284.1,288.67,286.99,290.31,1019,,,72,4.02,360,7.15,,,,,0,800,Clear,sky is clear,01n
1665630000,2022-10-13 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.24,10000,284.61,288.84,287.54,290.31,1019,,,74,4.02,166,4.92,,,,,0,800,Clear,sky is clear,01n
1665633600,2022-10-13 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.44,10000,285.41,289.14,287.92,290.31,1018,,,77,6.71,360,10.28,,,,,0,800,Clear,sky is clear,01n
1665637200,2022-10-13 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.16,10000,286.09,288.96,286.99,290.31,1017,,,82,5.81,360,9.39,,,,,0,800,Clear,sky is clear,01n
1665640800,2022-10-13 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.23,10000,286.16,289.03,287.54,290.31,1017,,,82,3.13,360,8.05,,,,,100,804,Clouds,overcast clouds,04n
1665644400,2022-10-13 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.1,10000,286.22,288.92,288.1,290.43,1016,,,83,4.02,360,8.94,,,,,20,801,Clouds,few clouds,02n
1665648000,2022-10-13 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.94,10000,286.06,288.74,286.81,290.87,1015,,,83,4.02,360,7.15,,,,,75,803,Clouds,broken clouds,04n
1665651600,2022-10-13 09:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.74,10000,286.05,288.55,287.1,290.43,1014,,,84,5.36,360,8.49,,,,,0,741,Fog,fog,50n
1665655200,2022-10-13 10:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.2,10000,286.86,289.11,287.92,290.43,1014,,,86,5.81,360,8.05,,,,,100,741,Fog,fog,50n
1665658800,2022-10-13 11:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.94,10000,287.22,289.87,288.66,291.31,1014,,,84,3.13,171,4.47,,,,,100,741,Fog,fog,50n
1665662400,2022-10-13 12:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.48,10000,287.57,290.44,289.21,291.54,1013,,,83,5.36,360,9.39,,,,,75,741,Fog,fog,50d
1665666000,2022-10-13 13:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.44,10000,287.34,291.34,289.77,292.31,1013,,,77,6.26,150,8.49,,,,,100,741,Fog,fog,50d
1665669600,2022-10-13 14:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.22,10000,287.69,292.14,290.88,293.21,1012,,,75,9.39,158,10.73,0.19,,,,100,500,Rain,light rain,10d
1665673200,2022-10-13 15:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.41,10000,289.07,292.51,290.88,293.65,1012,,,81,7.15,162,9.39,,,,,100,500,Rain,light rain,10d
1665676800,2022-10-13 16:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.51,10000,290.14,293.72,291.99,294.2,1011,,,81,10.73,134,13.86,0.29,,,,100,500,Rain,light rain,10d
1665680400,2022-10-13 17:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.71,10000,288.77,292.76,290.88,294.1,1011,,,78,8.49,146,11.62,0.43,,,,100,500,Rain,light rain,10d
1665684000,2022-10-13 18:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.01,10000,288.87,292.09,290.88,293.09,1010,,,82,9.39,141,11.18,0.42,,,,100,500,Rain,light rain,10d
1665687600,2022-10-13 19:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.89,10000,289.34,293.01,291.1,294.1,1009,,,80,9.39,139,12.07,0.41,,,,100,500,Rain,light rain,10d
1665691200,2022-10-13 20:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.95,10000,289.6,293.1,291.53,294.45,1008,,,81,8.49,154,9.83,0.63,,,,100,500,Rain,light rain,10d
1665694800,2022-10-13 21:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.79,10000,289.82,292.98,290.88,294.1,1008,,,83,7.15,360,13.86,0.25,,,,100,500,Rain,light rain,10d
1665698400,2022-10-13 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.01,805,289.98,292.25,291.43,293.21,1008,,,88,8.05,160,10.28,4.21,,,,100,502,Rain,heavy intensity rain,10d
1665698400,2022-10-13 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.01,805,289.98,292.25,291.43,293.21,1008,,,88,8.05,160,10.28,4.21,,,,100,741,Fog,fog,50d
1665702000,2022-10-13 23:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.36,10000,291.2,292.76,291.43,293.1,1007,,,93,7.15,148,8.49,2.37,,,,100,501,Rain,moderate rain,10n
1665705600,2022-10-14 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.08,6437,290.23,292.35,291.43,293.09,1008,,,89,9.39,156,12.96,0.32,,,,100,701,Mist,mist,50n
1665705600,2022-10-14 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.08,6437,290.23,292.35,291.43,293.09,1008,,,89,9.39,156,12.96,0.32,,,,100,500,Rain,light rain,10n
1665709200,2022-10-14 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.84,4828,291.02,292.25,291.31,292.37,1007,,,95,8.05,136,10.28,1.23,,,,100,701,Mist,mist,50n
1665709200,2022-10-14 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.84,4828,291.02,292.25,291.31,292.37,1007,,,95,8.05,136,10.28,1.23,,,,100,501,Rain,moderate rain,10n
1665712800,2022-10-14 02:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.47,10000,289.45,291.66,290.5,292.1,1008,,,88,8.05,151,10.28,0.66,,,,100,500,Rain,light rain,10n
1665716400,2022-10-14 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.67,6437,284.73,285.43,285.1,291.98,1008,,,94,6.69,350,9.77,4.7,10.41,,,100,502,Rain,heavy intensity rain,10n
1665716400,2022-10-14 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.67,6437,284.73,285.43,285.1,291.98,1008,,,94,6.69,350,9.77,4.7,10.41,,,100,701,Mist,mist,50n
1665720000,2022-10-14 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.64,6437,284.7,285.4,285.1,289.77,1009,,,94,6.17,360,,0.51,,,,100,501,Rain,moderate rain,10n
1665720000,2022-10-14 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.64,6437,284.7,285.4,285.1,289.77,1009,,,94,6.17,360,,0.51,,,,100,701,Mist,mist,50n
1665723600,2022-10-14 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.19,4023,284.25,284.9,285.1,286.1,1009,,,94,5.14,340,,1.78,,,,100,501,Rain,moderate rain,10n
1665723600,2022-10-14 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.19,4023,284.25,284.9,285.1,286.1,1009,,,94,5.14,340,,1.78,,,,100,701,Mist,mist,50n
1665727200,2022-10-14 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.75,3219,283.82,284.42,284.1,285.31,1009,,,94,6.71,319,10.73,1.4,,,,100,501,Rain,moderate rain,10n
1665727200,2022-10-14 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.75,3219,283.82,284.42,284.1,285.31,1009,,,94,6.71,319,10.73,1.4,,,,100,701,Mist,mist,50n
1665730800,2022-10-14 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.56,3219,283.63,284.21,284.1,285.31,1010,,,94,6.71,303,9.83,0.56,,,,100,501,Rain,moderate rain,10n
1665730800,2022-10-14 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.56,3219,283.63,284.21,284.1,285.31,1010,,,94,6.71,303,9.83,0.56,,,,100,701,Mist,mist,50n
1665734400,2022-10-14 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.57,8047,283.48,284.2,284.1,285.31,1009,,,93,5.14,360,,0.32,,,,100,701,Mist,mist,50n
1665734400,2022-10-14 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.57,8047,283.48,284.2,284.1,285.31,1009,,,93,5.14,360,,0.32,,,,100,500,Rain,light rain,10n
1665738000,2022-10-14 09:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.65,10000,283.56,284.28,284.1,286.1,1008,,,93,6.26,15,10.73,,1.78,,,100,500,Rain,light rain,10n
1665741600,2022-10-14 10:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.59,10000,282.67,284.09,283.9,286.1,1009,,,88,4.92,327,7.15,,,,,40,802,Clouds,scattered clouds,03n
1665745200,2022-10-14 11:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.45,10000,283.04,284.01,283.84,286.1,1008,,,91,4.02,323,5.81,,,,,0,800,Clear,sky is clear,01n
1665748800,2022-10-14 12:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.31,10000,282.23,283.75,283.66,286.1,1010,,,87,2.57,300,,,,,,0,800,Clear,sky is clear,01d
1665752400,2022-10-14 13:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.61,10000,284.02,285.26,285.31,286.81,1010,,,90,6.71,297,9.39,,,,,0,800,Clear,sky is clear,01d
1665756000,2022-10-14 14:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.48,10000,283.66,286.04,285.87,288.1,1012,,,83,5.36,293,8.94,0.25,,,,100,500,Rain,light rain,10d
1665759600,2022-10-14 15:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.21,10000,283.82,286.76,286.98,288.1,1013,,,80,4.63,310,,,,,,100,804,Clouds,overcast clouds,04d
1665763200,2022-10-14 16:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.03,10000,284,288.55,288.11,290.15,1013,,,72,4.12,290,,,,,,75,803,Clouds,broken clouds,04d
1665766800,2022-10-14 17:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.65,10000,282.56,290,289.76,291.61,1013,,,59,5.14,320,8.23,,,,,0,800,Clear,sky is clear,01d
1665770400,2022-10-14 18:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.08,10000,279.24,291.15,290.87,293.48,1011,,,43,5.36,315,8.05,,,,,0,800,Clear,sky is clear,01d
1665774000,2022-10-14 19:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.93,10000,278.59,291.98,291.42,294.43,1011,,,39,5.66,300,,,,,,0,800,Clear,sky is clear,01d
1665777600,2022-10-14 20:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.86,10000,277.78,291.85,291.53,294.43,1012,,,37,4.63,320,,,,,,0,800,Clear,sky is clear,01d
1665781200,2022-10-14 21:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.69,10000,278.74,291.74,291.98,294.1,1012,,,40,3.6,280,,,,,,0,800,Clear,sky is clear,01d
1665784800,2022-10-14 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.42,10000,278.64,290.43,290.01,293.1,1013,,,43,2.68,360,4.92,,,,,0,800,Clear,sky is clear,01d
1665788400,2022-10-14 23:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.51,10000,279.64,288.56,287.37,292.1,1014,,,52,2.06,240,,,,,,0,800,Clear,sky is clear,01n
1665792000,2022-10-15 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.62,10000,279.63,287.66,287.17,291.1,1015,,,55,2.57,240,,,,,,0,800,Clear,sky is clear,01n
1665795600,2022-10-15 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.12,10000,280.18,287.21,286.12,290.43,1015,,,59,2.06,250,,,,,,0,800,Clear,sky is clear,01n
1665799200,2022-10-15 02:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.12,10000,280.43,286.24,285.01,289.88,1016,,,64,2.57,290,,,,,,0,800,Clear,sky is clear,01n
1665802800,2022-10-15 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.86,10000,280.41,285.98,284.04,289.32,1016,,,65,2.06,300,,,,,,0,800,Clear,sky is clear,01n
1665806400,2022-10-15 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.84,10000,280.09,284.94,283.48,288.77,1016,,,68,2.06,10,,,,,,0,800,Clear,sky is clear,01n
1665810000,2022-10-15 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.24,10000,279.82,285.3,284.43,288.09,1018,,,65,1.54,280,,,,,,0,800,Clear,sky is clear,01n
1665813600,2022-10-15 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.12,10000,278.55,285.04,283.88,287.65,1018,,,60,2.57,30,,,,,,0,800,Clear,sky is clear,01n
1665817200,2022-10-15 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.76,10000,277.64,285.59,284.1,287.65,1018,,,54,1.54,350,,,,,,0,800,Clear,sky is clear,01n
1665820800,2022-10-15 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.94,10000,278.58,283.87,281.1,287.64,1017,,,65,2.68,305,3.13,,,,,0,800,Clear,sky is clear,01n
1665824400,2022-10-15 09:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.53,10000,278.92,284.49,283.66,286.53,1018,,,64,2.24,330,2.68,,,,,0,800,Clear,sky is clear,01n
1665828000,2022-10-15 10:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,284.34,10000,278.45,283.26,280.1,288.2,1018,,,67,1.54,20,,,,,,0,800,Clear,sky is clear,01n
1665831600,2022-10-15 11:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,285.85,10000,279.45,284.87,283.1,287.64,1018,,,65,2.57,20,,,,,,0,800,Clear,sky is clear,01n
1665835200,2022-10-15 12:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.56,10000,280.34,285.68,283.1,288.2,1019,,,66,2.06,30,,,,,,0,800,Clear,sky is clear,01d
1665838800,2022-10-15 13:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.06,10000,281.26,286.28,285.15,288.2,1020,,,68,1.54,30,,,,,,0,800,Clear,sky is clear,01d
1665842400,2022-10-15 14:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.45,10000,281.69,287.71,287.07,289.78,1018,,,64,0.45,360,1.79,,,,,0,800,Clear,sky is clear,01d
1665846000,2022-10-15 15:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.92,10000,281.87,289.19,288.66,291.44,1017,,,59,3.13,360,4.92,,,,,0,800,Clear,sky is clear,01d
1665849600,2022-10-15 16:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.78,10000,280.87,290.98,290.42,293.28,1017,,,49,4.12,160,,,,,,0,800,Clear,sky is clear,01d
1665853200,2022-10-15 17:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.03,10000,280.1,292.2,291.42,294.39,1015,,,43,5.14,180,8.23,,,,,0,800,Clear,sky is clear,01d
1665856800,2022-10-15 18:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.84,10000,281.5,293.14,291.98,294.59,1014,,,45,6.69,190,,,,,,0,800,Clear,sky is clear,01d
1665860400,2022-10-15 19:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.7,10000,281.69,293.01,292.31,294.99,1014,,,46,5.14,130,,,,,,0,800,Clear,sky is clear,01d
1665864000,2022-10-15 20:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,293.11,10000,282.39,292.47,291.42,294.1,1013,,,50,9.83,162,12.07,,,,,0,800,Clear,sky is clear,01d
1665867600,2022-10-15 21:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,292.29,10000,283.05,291.7,291.31,293.66,1013,,,55,8.94,153,11.18,,,,,0,800,Clear,sky is clear,01d
1665871200,2022-10-15 22:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,291.33,10000,283.45,290.77,290.31,292.21,1013,,,60,8.05,152,10.28,,,,,0,800,Clear,sky is clear,01d
1665874800,2022-10-15 23:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,290.48,10000,284.07,289.99,289.59,291.1,1014,,,66,7.6,162,9.83,,,,,0,800,Clear,sky is clear,01n
1665878400,2022-10-16 00:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.95,10000,282.87,289.33,289.21,290.88,1015,,,63,5.81,169,7.6,,,,,0,800,Clear,sky is clear,01n
1665882000,2022-10-16 01:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,289.37,10000,282.79,288.74,288.66,290.54,1015,,,65,4.92,360,8.49,,,,,0,800,Clear,sky is clear,01n
1665885600,2022-10-16 02:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.78,10000,282.9,288.17,288.1,289.88,1015,,,68,3.58,360,6.71,,,,,0,800,Clear,sky is clear,01n
1665889200,2022-10-16 03:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,288.74,10000,283.3,288.18,287.23,290.31,1015,,,70,4.02,360,9.39,,,,,0,800,Clear,sky is clear,01n
1665892800,2022-10-16 04:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.75,10000,283.17,287.2,285.7,289.31,1015,,,74,4.02,360,8.49,,,,,0,800,Clear,sky is clear,01n
1665896400,2022-10-16 05:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,287.64,10000,283.07,287.08,285.56,289.31,1015,,,74,2.68,360,4.92,,,,,20,801,Clouds,few clouds,02n
1665900000,2022-10-16 06:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.44,10000,282.69,285.86,284.1,288.77,1015,,,78,2.57,0,,,,,,0,800,Clear,sky is clear,01n
1665903600,2022-10-16 07:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.74,10000,282.79,286.17,284.85,288.21,1015,,,77,1.79,207,5.81,,,,,0,800,Clear,sky is clear,01n
1665907200,2022-10-16 08:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.31,10000,282.56,285.72,284.95,288.21,1015,,,78,4.02,360,4.92,,,,,0,800,Clear,sky is clear,01n
1665910800,2022-10-16 09:00:00 +0000 UTC,-14400,Secaucus,40.789545,-74.05653,286.58,10000,282.44,285.96,284.77,288.09,1015,,,76,1.79,360,4.92,,,,,0,800,Clear,sky is clear,01n
